Sales Channel,OrderDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
In-Store,2018-12-30,2019-01-15,2019-01-18,5,12,291,16,2,0.15,2653.20,1061.28
In-Store,2018-12-30,2019-01-06,2019-01-09,5,39,232,9,6,0.08,3564.40,1817.84
In-Store,2018-12-30,2019-01-04,2019-01-08,10,4,271,17,8,0.40,1078.70,517.78
Online,2018-12-30,2019-01-04,2019-01-05,17,19,358,15,4,0.05,6224.30,3112.15
Wholesale,2018-12-30,2019-01-09,2019-01-15,28,2,99,42,6,0.10,1326.60,822.49
Wholesale,2018-12-30,2019-01-20,2019-01-24,26,36,115,47,8,0.10,221.10,159.19
Distributor,2018-12-30,2019-01-08,2019-01-17,24,25,219,35,8,0.05,6344.90,3806.94
In-Store,2018-12-31,2019-01-23,2019-01-28,4,36,349,2,2,0.15,1132.30,815.26
Online,2018-12-31,2019-01-08,2019-01-15,16,23,348,22,4,0.05,757.10,446.69
In-Store,2018-12-31,2019-01-25,2019-01-29,5,21,262,17,6,0.10,1038.50,882.73
Online,2018-12-31,2019-01-27,2019-01-29,16,40,125,29,6,0.05,958.10,603.60
Wholesale,2018-12-31,2019-01-26,2019-02-03,27,39,44,36,1,0.10,1855.90,1521.84
In-Store,2018-12-31,2019-01-21,2019-01-28,10,29,187,21,2,0.15,2646.50,1879.02
In-Store,2018-12-31,2019-01-19,2019-01-28,3,19,32,10,3,0.15,5453.80,3654.05
In-Store,2018-12-31,2019-01-05,2019-01-08,5,5,104,45,4,0.08,1782.20,1301.01
In-Store,2018-12-31,2019-01-14,2019-01-21,3,29,126,9,4,0.05,1051.90,631.14
In-Store,2018-12-31,2019-01-18,2019-01-26,9,22,338,5,5,0.20,254.60,216.41
In-Store,2018-12-31,2019-01-17,2019-01-22,9,19,315,33,2,0.08,2860.90,1745.15
In-Store,2018-12-31,2019-01-16,2019-01-22,8,32,78,10,8,0.10,2887.70,1212.83
Distributor,2018-12-31,2019-01-15,2019-01-23,21,31,30,24,8,0.05,1085.40,857.47
Online,2019-01-01,2019-01-24,2019-01-31,16,27,136,7,7,0.05,1031.80,773.85
In-Store,2019-01-01,2019-01-18,2019-01-20,5,35,282,44,8,0.08,1172.50,644.88
In-Store,2019-01-01,2019-01-12,2019-01-13,2,4,353,39,4,0.08,2010.00,924.60
Online,2019-01-01,2019-01-20,2019-01-29,16,16,238,45,8,0.08,5279.60,4118.09
Wholesale,2019-01-01,2019-01-07,2019-01-08,28,34,175,6,7,0.15,1038.50,581.56
Online,2019-01-01,2019-01-14,2019-01-19,18,37,99,6,2,0.05,2860.90,1487.67
In-Store,2019-01-01,2019-01-17,2019-01-27,1,42,88,47,2,0.30,978.20,626.05
Wholesale,2019-01-01,2019-01-03,2019-01-08,26,32,268,23,3,0.05,3718.50,1970.81
In-Store,2019-01-01,2019-01-20,2019-01-23,7,4,274,28,2,0.10,5480.60,3014.33
In-Store,2019-01-01,2019-01-05,2019-01-07,1,34,59,41,3,0.10,797.30,518.25
In-Store,2019-01-01,2019-01-17,2019-01-27,11,46,259,35,2,0.05,247.90,123.95
Online,2019-01-01,2019-01-18,2019-01-26,14,49,55,33,4,0.08,1165.80,897.67
In-Store,2019-01-01,2019-01-03,2019-01-06,6,32,100,46,8,0.20,6425.30,3212.65
Online,2019-01-01,2019-01-05,2019-01-06,14,28,177,36,7,0.08,1293.10,956.89
In-Store,2019-01-01,2019-01-05,2019-01-10,4,38,113,2,1,0.15,6197.50,3594.55
In-Store,2019-01-02,2019-01-30,2019-02-03,1,12,325,4,3,0.30,5869.20,3462.83
In-Store,2019-01-02,2019-01-28,2019-01-30,10,31,250,10,8,0.08,1098.80,593.35
In-Store,2019-01-02,2019-01-26,2019-01-29,6,25,240,10,2,0.15,1072.00,889.76
In-Store,2019-01-02,2019-01-10,2019-01-12,1,26,313,24,1,0.10,6532.50,3984.83
Online,2019-01-02,2019-01-17,2019-01-23,15,19,123,20,3,0.08,3946.30,2367.78
Online,2019-01-02,2019-01-23,2019-01-24,13,17,128,9,8,0.30,1031.80,835.76
In-Store,2019-01-02,2019-01-12,2019-01-22,6,15,317,25,4,0.30,5172.40,3258.61
In-Store,2019-01-02,2019-01-12,2019-01-13,7,23,305,3,4,0.05,2512.50,1306.50
Online,2019-01-02,2019-01-08,2019-01-10,15,42,303,26,7,0.05,2639.80,2032.65
Distributor,2019-01-03,2019-01-24,2019-01-25,23,19,311,36,1,0.05,1051.90,662.70
In-Store,2019-01-03,2019-01-07,2019-01-10,9,5,262,10,1,0.05,1051.90,757.37
Online,2019-01-03,2019-01-27,2019-02-04,17,33,186,44,7,0.05,2003.30,1482.44
Online,2019-01-03,2019-01-21,2019-01-27,19,33,142,12,4,0.05,837.50,502.50
In-Store,2019-01-03,2019-01-18,2019-01-26,9,40,237,41,5,0.05,5815.60,4303.54
In-Store,2019-01-03,2019-01-10,2019-01-17,12,23,38,29,7,0.05,1172.50,973.18
Distributor,2019-01-03,2019-01-17,2019-01-24,24,3,85,1,6,0.20,1118.90,716.10
Online,2019-01-03,2019-01-21,2019-01-31,14,23,283,24,8,0.15,3845.80,3230.47
In-Store,2019-01-03,2019-01-05,2019-01-15,2,40,24,40,3,0.08,2586.20,1034.48
Online,2019-01-03,2019-01-12,2019-01-14,20,29,139,30,7,0.10,5165.70,2066.28
Online,2019-01-03,2019-01-18,2019-01-21,17,26,13,13,3,0.05,3155.70,1262.28
Online,2019-01-04,2019-01-24,2019-02-01,17,43,258,44,8,0.20,2304.80,1613.36
In-Store,2019-01-04,2019-02-01,2019-02-07,3,26,178,8,3,0.05,3839.10,2802.54
Online,2019-01-04,2019-01-23,2019-01-25,19,44,265,45,2,0.40,1005.00,723.60
Distributor,2019-01-04,2019-01-09,2019-01-17,22,19,165,27,6,0.08,2525.90,1768.13
Wholesale,2019-01-04,2019-01-22,2019-01-30,27,8,149,24,6,0.05,1922.90,1365.26
In-Store,2019-01-04,2019-01-24,2019-01-25,12,6,292,16,1,0.05,6371.70,4587.62
Distributor,2019-01-04,2019-01-08,2019-01-16,23,36,285,12,2,0.40,3986.50,2670.96
In-Store,2019-01-04,2019-01-22,2019-01-29,6,7,212,33,8,0.08,1835.80,1193.27
In-Store,2019-01-04,2019-01-31,2019-02-10,11,12,137,20,1,0.20,871.00,574.86
In-Store,2019-01-04,2019-01-08,2019-01-09,8,5,33,43,6,0.08,3731.90,2910.88
Wholesale,2019-01-04,2019-02-01,2019-02-03,28,22,208,37,8,0.15,1976.50,968.49
Online,2019-01-04,2019-01-14,2019-01-19,19,19,161,28,1,0.15,3537.60,3006.96
Online,2019-01-04,2019-01-14,2019-01-24,14,32,134,21,8,0.05,2405.30,1803.98
Online,2019-01-04,2019-01-24,2019-01-26,20,43,234,47,4,0.05,3075.30,2490.99
Distributor,2019-01-04,2019-01-09,2019-01-16,21,29,222,15,2,0.08,221.10,108.34
Online,2019-01-04,2019-01-22,2019-01-29,20,49,195,42,3,0.05,891.10,632.68
Distributor,2019-01-04,2019-01-30,2019-02-04,21,49,255,12,2,0.08,1226.10,944.10
In-Store,2019-01-05,2019-01-29,2019-02-02,4,28,24,41,4,0.08,5721.80,4176.91
In-Store,2019-01-05,2019-01-29,2019-02-04,4,23,115,3,7,0.05,3202.60,1473.20
Online,2019-01-05,2019-01-30,2019-02-07,14,31,247,30,5,0.10,1721.90,1394.74
Online,2019-01-05,2019-01-10,2019-01-16,20,32,268,7,4,0.40,897.80,493.79
Online,2019-01-05,2019-01-08,2019-01-15,19,12,305,41,8,0.08,1051.90,736.33
Online,2019-01-05,2019-01-12,2019-01-14,18,43,235,7,6,0.05,904.50,397.98
Wholesale,2019-01-05,2019-02-01,2019-02-04,26,19,24,20,8,0.15,2673.30,1202.99
Online,2019-01-05,2019-01-10,2019-01-14,20,28,246,5,8,0.05,1065.30,745.71
In-Store,2019-01-05,2019-01-11,2019-01-13,3,1,335,24,4,0.08,2010.00,864.30
In-Store,2019-01-05,2019-01-16,2019-01-25,11,8,355,3,7,0.08,850.90,706.25
In-Store,2019-01-06,2019-02-01,2019-02-11,1,41,234,22,8,0.08,2465.60,1676.61
Online,2019-01-06,2019-02-03,2019-02-05,18,23,200,39,1,0.05,3872.60,2284.83
Online,2019-01-06,2019-01-27,2019-01-30,15,40,279,42,1,0.05,254.60,145.12
Online,2019-01-06,2019-01-09,2019-01-14,13,24,88,26,7,0.05,3182.50,2004.98
Distributor,2019-01-06,2019-01-08,2019-01-11,20,4,224,16,1,0.08,1112.20,745.17
In-Store,2019-01-06,2019-01-20,2019-01-25,2,12,184,15,3,0.15,917.90,596.64
In-Store,2019-01-06,2019-01-26,2019-02-03,7,2,189,15,1,0.05,1922.90,846.08
Distributor,2019-01-07,2019-02-03,2019-02-05,24,14,133,35,5,0.05,1996.60,1078.16
Online,2019-01-07,2019-01-21,2019-01-30,13,19,123,27,7,0.05,3966.40,2379.84
Online,2019-01-07,2019-01-10,2019-01-15,12,27,110,26,5,0.05,783.90,470.34
Online,2019-01-07,2019-01-24,2019-02-03,13,42,163,12,6,0.08,830.80,440.32
In-Store,2019-01-07,2019-01-10,2019-01-20,5,4,308,18,6,0.05,1045.20,543.50
Online,2019-01-07,2019-01-30,2019-02-04,17,35,134,33,1,0.10,1025.10,512.55
Distributor,2019-01-07,2019-01-10,2019-01-16,24,35,35,18,2,0.08,5319.80,3298.28
Wholesale,2019-01-07,2019-01-20,2019-01-25,26,13,241,17,4,0.08,897.80,430.94
In-Store,2019-01-07,2019-01-22,2019-01-24,1,24,242,20,5,0.20,1969.80,1477.35
Online,2019-01-07,2019-02-03,2019-02-09,20,39,289,27,1,0.08,1112.20,678.44
Distributor,2019-01-07,2019-01-30,2019-02-03,21,42,162,38,6,0.20,1045.20,752.54
In-Store,2019-01-08,2019-01-20,2019-01-28,2,45,18,1,4,0.08,1031.80,412.72
In-Store,2019-01-08,2019-01-26,2019-01-30,12,23,164,45,5,0.40,2365.10,1087.95
In-Store,2019-01-08,2019-02-05,2019-02-13,4,13,291,43,3,0.10,234.50,105.53
Wholesale,2019-01-08,2019-01-12,2019-01-14,26,18,207,19,8,0.10,2572.80,1852.42
In-Store,2019-01-08,2019-01-12,2019-01-16,4,39,186,38,5,0.05,174.20,87.10
In-Store,2019-01-08,2019-01-12,2019-01-13,11,43,310,7,1,0.10,1105.50,464.31
In-Store,2019-01-08,2019-01-19,2019-01-27,2,9,191,43,4,0.08,3832.40,3180.89
In-Store,2019-01-08,2019-01-27,2019-02-04,4,21,319,46,2,0.08,3939.60,3230.47
Wholesale,2019-01-08,2019-01-19,2019-01-26,26,16,137,26,4,0.10,1085.40,868.32
Wholesale,2019-01-08,2019-01-20,2019-01-25,28,9,57,30,7,0.05,2619.70,1571.82
Online,2019-01-08,2019-02-01,2019-02-08,13,33,44,19,7,0.05,3383.50,2672.97
In-Store,2019-01-08,2019-01-31,2019-02-01,11,1,263,30,8,0.05,817.40,335.13
In-Store,2019-01-08,2019-01-25,2019-02-04,5,38,47,17,2,0.10,1078.70,550.14
Online,2019-01-09,2019-01-17,2019-01-18,18,26,86,9,3,0.20,6204.20,4280.90
Online,2019-01-09,2019-02-06,2019-02-13,17,43,33,5,6,0.05,5299.70,4186.76
Distributor,2019-01-09,2019-01-25,2019-02-01,24,47,159,39,5,0.08,201.00,142.71
In-Store,2019-01-09,2019-01-29,2019-02-08,2,34,133,3,6,0.08,3396.90,2377.83
In-Store,2019-01-09,2019-01-31,2019-02-08,10,48,232,16,6,0.10,1065.30,681.79
Distributor,2019-01-09,2019-02-03,2019-02-10,21,10,310,3,5,0.08,3973.10,3257.94
In-Store,2019-01-09,2019-02-04,2019-02-12,1,14,211,46,8,0.05,1983.20,1170.09
Wholesale,2019-01-09,2019-01-24,2019-02-03,27,43,356,40,2,0.40,1929.60,1466.50
Online,2019-01-09,2019-01-23,2019-01-28,15,49,359,30,3,0.15,891.10,481.19
Distributor,2019-01-10,2019-01-31,2019-02-07,24,38,205,23,7,0.20,3999.90,2239.94
In-Store,2019-01-10,2019-02-05,2019-02-09,1,4,162,1,4,0.30,1809.00,1519.56
Online,2019-01-10,2019-01-27,2019-02-02,13,17,221,6,5,0.08,3430.40,2744.32
Wholesale,2019-01-10,2019-01-20,2019-01-22,28,12,229,43,5,0.05,2519.20,1259.60
Distributor,2019-01-10,2019-02-04,2019-02-08,24,2,83,33,1,0.08,1011.70,536.20
In-Store,2019-01-10,2019-01-19,2019-01-20,1,5,313,22,7,0.05,214.40,135.07
Online,2019-01-10,2019-01-29,2019-02-04,17,38,138,31,1,0.20,2324.90,1464.69
In-Store,2019-01-10,2019-01-15,2019-01-24,3,34,200,39,7,0.08,2552.70,1761.36
In-Store,2019-01-10,2019-01-18,2019-01-24,1,46,2,24,3,0.05,1775.50,994.28
In-Store,2019-01-10,2019-01-16,2019-01-17,10,7,55,27,3,0.08,3906.10,2695.21
Online,2019-01-10,2019-01-23,2019-01-27,15,46,300,2,4,0.10,2860.90,1687.93
In-Store,2019-01-10,2019-01-21,2019-01-29,5,34,168,37,3,0.05,931.30,540.15
Online,2019-01-10,2019-01-19,2019-01-22,17,40,290,28,7,0.08,1072.00,846.88
In-Store,2019-01-10,2019-01-20,2019-01-28,8,13,174,37,4,0.15,241.20,101.30
Wholesale,2019-01-11,2019-01-23,2019-01-25,28,32,29,12,4,0.05,3691.70,2584.19
In-Store,2019-01-11,2019-02-07,2019-02-11,10,30,87,42,3,0.05,857.60,497.41
Online,2019-01-11,2019-01-25,2019-02-03,20,4,11,17,2,0.10,1185.90,960.58
Online,2019-01-11,2019-01-25,2019-01-31,15,25,99,21,6,0.10,5701.70,4789.43
Online,2019-01-11,2019-01-14,2019-01-16,18,40,137,26,8,0.05,3919.50,1567.80
In-Store,2019-01-11,2019-01-20,2019-01-25,8,30,196,18,2,0.05,1051.90,620.62
Online,2019-01-11,2019-01-23,2019-01-27,13,45,303,45,8,0.05,1018.40,407.36
Distributor,2019-01-11,2019-02-07,2019-02-17,24,41,24,36,4,0.08,1212.70,715.49
In-Store,2019-01-11,2019-01-26,2019-02-01,4,35,257,32,7,0.05,3075.30,1998.95
Online,2019-01-11,2019-01-30,2019-02-09,17,29,251,8,6,0.20,5587.80,2682.14
In-Store,2019-01-11,2019-01-13,2019-01-23,10,4,89,22,3,0.20,1125.60,855.46
Distributor,2019-01-12,2019-02-01,2019-02-09,22,6,172,45,1,0.05,6083.60,2737.62
Online,2019-01-12,2019-02-07,2019-02-10,19,31,285,8,4,0.10,964.80,665.71
In-Store,2019-01-12,2019-01-28,2019-02-06,6,27,307,30,2,0.08,187.60,133.20
Wholesale,2019-01-12,2019-01-22,2019-01-29,27,12,328,23,3,0.15,703.50,295.47
Distributor,2019-01-12,2019-01-21,2019-01-30,21,37,166,39,8,0.05,3832.40,1877.88
Distributor,2019-01-12,2019-01-17,2019-01-21,23,34,94,2,4,0.10,5661.50,2321.22
In-Store,2019-01-12,2019-01-15,2019-01-20,3,50,127,37,7,0.20,207.70,159.93
Distributor,2019-01-12,2019-01-26,2019-02-03,21,20,283,41,5,0.20,3892.70,3308.80
In-Store,2019-01-12,2019-02-01,2019-02-06,11,1,316,16,7,0.05,2519.20,1713.06
In-Store,2019-01-12,2019-02-08,2019-02-12,11,41,64,33,2,0.08,2921.20,1460.60
In-Store,2019-01-13,2019-01-20,2019-01-22,5,39,154,24,7,0.05,5594.50,2517.53
In-Store,2019-01-13,2019-01-25,2019-01-29,6,27,116,37,6,0.15,991.60,743.70
In-Store,2019-01-13,2019-01-28,2019-01-29,3,13,63,29,7,0.05,891.10,570.30
Wholesale,2019-01-13,2019-01-16,2019-01-24,26,14,240,3,4,0.05,5427.00,2442.15
Online,2019-01-13,2019-01-15,2019-01-18,15,5,1,8,1,0.20,3999.90,3279.92
In-Store,2019-01-14,2019-02-06,2019-02-10,11,34,278,43,7,0.08,1065.30,522.00
In-Store,2019-01-14,2019-01-20,2019-01-30,1,41,190,8,2,0.40,174.20,142.84
In-Store,2019-01-14,2019-01-18,2019-01-28,1,3,313,42,8,0.20,3819.00,3131.58
Wholesale,2019-01-14,2019-01-18,2019-01-24,26,38,339,22,1,0.05,1058.60,730.43
In-Store,2019-01-14,2019-01-24,2019-02-01,11,48,249,46,4,0.40,3242.80,2594.24
Distributor,2019-01-15,2019-02-09,2019-02-13,25,24,350,16,8,0.08,6445.40,4705.14
In-Store,2019-01-15,2019-01-29,2019-02-05,6,40,67,24,1,0.15,1085.40,586.12
In-Store,2019-01-15,2019-01-26,2019-01-29,12,33,101,22,2,0.05,3571.10,1999.82
In-Store,2019-01-15,2019-02-09,2019-02-13,7,10,316,27,8,0.20,2398.60,1319.23
Online,2019-01-15,2019-02-06,2019-02-07,15,8,355,45,5,0.05,1299.80,1026.84
Distributor,2019-01-15,2019-02-05,2019-02-15,23,41,273,32,6,0.05,877.70,658.28
In-Store,2019-01-15,2019-02-01,2019-02-07,10,32,23,47,7,0.20,1018.40,712.88
In-Store,2019-01-15,2019-01-24,2019-01-31,7,26,124,4,7,0.10,3584.50,2365.77
In-Store,2019-01-15,2019-02-09,2019-02-19,9,39,88,18,4,0.05,991.60,743.70
Online,2019-01-15,2019-01-23,2019-01-25,13,24,13,35,1,0.15,6391.80,3323.74
Online,2019-01-16,2019-02-11,2019-02-14,18,19,36,6,1,0.05,871.00,644.54
In-Store,2019-01-16,2019-02-12,2019-02-15,2,18,277,2,7,0.08,1112.20,923.13
In-Store,2019-01-16,2019-01-22,2019-01-28,4,17,249,29,1,0.15,1835.80,844.47
In-Store,2019-01-16,2019-02-13,2019-02-23,11,39,334,44,8,0.08,201.00,90.45
In-Store,2019-01-16,2019-01-21,2019-01-26,1,38,48,5,1,0.10,5038.40,3526.88
Online,2019-01-17,2019-02-14,2019-02-23,18,32,336,28,8,0.10,1098.80,933.98
In-Store,2019-01-17,2019-02-05,2019-02-13,9,21,246,37,3,0.08,2271.30,1703.48
In-Store,2019-01-17,2019-01-29,2019-02-05,8,5,287,8,6,0.05,1313.20,617.20
In-Store,2019-01-17,2019-02-09,2019-02-18,1,19,91,17,4,0.05,971.50,388.60
Distributor,2019-01-17,2019-02-09,2019-02-15,25,11,231,13,4,0.08,1829.10,1444.99
In-Store,2019-01-17,2019-01-31,2019-02-06,4,35,217,42,2,0.10,1735.30,1370.89
In-Store,2019-01-17,2019-01-19,2019-01-21,9,21,25,38,8,0.30,3932.90,1769.81
Online,2019-01-17,2019-01-24,2019-01-25,19,11,184,38,8,0.40,2653.20,1804.18
Wholesale,2019-01-17,2019-01-25,2019-01-28,28,31,290,46,4,0.10,1882.70,1355.54
In-Store,2019-01-17,2019-01-20,2019-01-27,6,48,215,33,4,0.05,3932.90,2359.74
In-Store,2019-01-17,2019-01-26,2019-02-04,12,24,329,40,4,0.08,3912.80,2034.66
Distributor,2019-01-18,2019-02-06,2019-02-15,23,38,300,27,5,0.15,978.20,743.43
Online,2019-01-18,2019-01-30,2019-01-31,18,48,254,15,6,0.10,1842.50,1197.63
In-Store,2019-01-18,2019-01-27,2019-02-02,12,7,213,46,7,0.40,254.60,104.39
Online,2019-01-18,2019-01-30,2019-02-09,20,25,23,14,1,0.08,1065.30,575.26
Online,2019-01-18,2019-02-11,2019-02-19,16,12,44,31,5,0.30,3510.80,2211.80
Distributor,2019-01-18,2019-01-24,2019-01-29,22,9,227,5,7,0.08,5701.70,2907.87
Wholesale,2019-01-18,2019-02-03,2019-02-09,27,39,198,44,3,0.15,3390.20,2373.14
In-Store,2019-01-19,2019-01-22,2019-01-23,10,46,85,40,1,0.10,2298.10,1401.84
In-Store,2019-01-19,2019-02-02,2019-02-07,1,6,270,3,6,0.20,3959.70,1663.07
Online,2019-01-19,2019-02-06,2019-02-07,14,22,243,2,6,0.08,2318.20,1715.47
Distributor,2019-01-19,2019-01-22,2019-01-26,21,33,362,44,2,0.20,201.00,82.41
Online,2019-01-19,2019-01-31,2019-02-10,15,26,142,33,3,0.10,2827.40,2403.29
In-Store,2019-01-19,2019-02-06,2019-02-13,6,42,7,8,2,0.10,884.40,689.83
In-Store,2019-01-19,2019-02-06,2019-02-12,2,45,299,39,4,0.10,3966.40,2697.15
Distributor,2019-01-20,2019-01-25,2019-01-26,24,32,285,20,8,0.05,3899.40,3314.49
Online,2019-01-20,2019-02-08,2019-02-09,20,38,197,39,1,0.05,770.50,547.06
In-Store,2019-01-20,2019-02-17,2019-02-24,6,46,94,13,8,0.05,1038.50,633.49
Online,2019-01-20,2019-02-03,2019-02-06,15,31,102,20,3,0.40,837.50,661.63
Online,2019-01-20,2019-02-07,2019-02-10,14,43,36,9,3,0.08,6545.90,3076.57
In-Store,2019-01-20,2019-02-04,2019-02-11,7,14,246,9,3,0.10,254.60,198.59
Online,2019-01-20,2019-02-03,2019-02-08,20,7,294,20,2,0.40,174.20,78.39
In-Store,2019-01-20,2019-02-13,2019-02-14,2,39,22,22,3,0.10,1025.10,768.83
Wholesale,2019-01-20,2019-01-31,2019-02-05,26,3,277,36,2,0.05,1775.50,727.96
Wholesale,2019-01-20,2019-02-04,2019-02-08,26,41,350,25,8,0.40,3390.20,2000.22
Online,2019-01-20,2019-01-24,2019-01-30,19,7,170,23,3,0.05,234.50,93.80
In-Store,2019-01-20,2019-01-27,2019-02-05,3,6,291,9,5,0.05,2385.20,1454.97
Wholesale,2019-01-20,2019-02-12,2019-02-17,28,18,242,5,2,0.05,1038.50,446.56
In-Store,2019-01-20,2019-02-13,2019-02-23,8,14,68,10,1,0.08,2492.40,1395.74
In-Store,2019-01-20,2019-01-22,2019-01-29,9,3,56,24,8,0.15,1045.20,595.76
Online,2019-01-20,2019-01-26,2019-01-28,12,34,296,14,2,0.40,6177.40,2779.83
Online,2019-01-20,2019-02-08,2019-02-15,14,47,230,31,6,0.05,2639.80,1214.31
Online,2019-01-20,2019-02-04,2019-02-07,16,50,187,15,8,0.15,2532.60,1316.95
In-Store,2019-01-20,2019-02-06,2019-02-15,7,35,281,11,5,0.10,1165.80,687.82
Online,2019-01-21,2019-02-08,2019-02-11,13,35,173,13,3,0.40,3959.70,3207.36
In-Store,2019-01-21,2019-02-13,2019-02-17,5,20,134,20,7,0.08,1125.60,619.08
Online,2019-01-21,2019-01-26,2019-01-31,14,19,128,4,5,0.08,2331.60,1282.38
Wholesale,2019-01-21,2019-01-28,2019-02-06,27,33,123,47,7,0.10,1896.10,1346.23
In-Store,2019-01-21,2019-02-08,2019-02-14,1,43,280,46,6,0.10,3953.00,3320.52
Online,2019-01-21,2019-01-26,2019-02-01,18,49,278,23,6,0.05,857.60,634.62
Wholesale,2019-01-22,2019-02-11,2019-02-17,25,33,230,26,4,0.10,5641.40,3272.01
Online,2019-01-22,2019-02-14,2019-02-16,16,48,148,37,1,0.05,2217.70,1552.39
In-Store,2019-01-22,2019-01-29,2019-02-02,4,37,36,14,7,0.20,1855.90,1317.69
Distributor,2019-01-22,2019-02-02,2019-02-06,25,15,134,35,2,0.08,1976.50,1581.20
Distributor,2019-01-22,2019-01-28,2019-01-29,21,5,76,20,2,0.10,1065.30,628.53
Online,2019-01-23,2019-02-11,2019-02-14,19,36,252,25,3,0.05,3872.60,2594.64
In-Store,2019-01-23,2019-02-16,2019-02-17,7,24,150,10,2,0.05,3886.00,1826.42
Online,2019-01-23,2019-02-16,2019-02-26,19,10,75,36,8,0.05,268.00,222.44
In-Store,2019-01-23,2019-02-19,2019-02-24,12,9,225,11,4,0.05,214.40,92.19
Online,2019-01-23,2019-02-03,2019-02-05,19,12,346,34,5,0.08,676.70,433.09
Online,2019-01-23,2019-02-07,2019-02-08,14,39,174,4,1,0.05,1005.00,412.05
Online,2019-01-23,2019-02-12,2019-02-15,15,47,278,5,1,0.05,1065.30,703.10
In-Store,2019-01-23,2019-02-03,2019-02-11,7,15,352,33,2,0.10,167.50,113.90
In-Store,2019-01-23,2019-02-14,2019-02-19,3,11,47,11,4,0.15,1179.20,837.23
Online,2019-01-23,2019-02-07,2019-02-10,14,5,180,6,7,0.20,5808.90,3485.34
Distributor,2019-01-24,2019-02-20,2019-02-23,20,25,87,30,4,0.05,3772.10,3093.12
In-Store,2019-01-24,2019-02-10,2019-02-12,8,25,64,19,1,0.05,3484.00,1532.96
Online,2019-01-24,2019-02-02,2019-02-11,13,16,286,17,8,0.08,1051.90,420.76
In-Store,2019-01-24,2019-02-05,2019-02-10,5,1,335,8,1,0.08,207.70,116.31
Online,2019-01-24,2019-01-28,2019-02-07,16,14,38,18,3,0.10,1708.50,1195.95
In-Store,2019-01-25,2019-02-17,2019-02-26,8,30,161,32,2,0.15,1118.90,794.42
In-Store,2019-01-25,2019-01-27,2019-02-04,3,44,241,10,4,0.10,1896.10,796.36
Distributor,2019-01-25,2019-02-15,2019-02-25,24,6,191,36,4,0.10,2271.30,931.23
In-Store,2019-01-25,2019-02-16,2019-02-23,4,1,303,18,4,0.08,5681.60,3749.86
Wholesale,2019-01-25,2019-02-21,2019-02-25,26,25,330,34,1,0.08,1065.30,607.22
In-Store,2019-01-25,2019-02-05,2019-02-15,9,46,233,13,4,0.05,2579.50,2140.99
Distributor,2019-01-26,2019-01-29,2019-02-07,21,38,274,14,6,0.05,3879.30,2987.06
Wholesale,2019-01-26,2019-01-30,2019-01-31,26,44,333,42,6,0.30,2485.70,1242.85
Online,2019-01-26,2019-02-10,2019-02-15,14,42,227,47,6,0.20,931.30,707.79
In-Store,2019-01-26,2019-02-11,2019-02-20,2,27,310,8,3,0.05,1112.20,856.39
Online,2019-01-26,2019-01-31,2019-02-06,13,20,98,31,6,0.08,1058.60,465.78
In-Store,2019-01-26,2019-02-14,2019-02-23,2,42,51,43,8,0.15,1018.40,824.90
Online,2019-01-27,2019-02-04,2019-02-05,12,33,284,42,3,0.05,1882.70,1091.97
Online,2019-01-27,2019-02-03,2019-02-12,13,12,22,39,7,0.10,1025.10,563.81
In-Store,2019-01-27,2019-02-11,2019-02-14,1,49,301,42,4,0.08,5882.60,4176.65
Online,2019-01-27,2019-02-08,2019-02-16,16,17,48,39,1,0.15,1125.60,866.71
Online,2019-01-27,2019-02-19,2019-02-26,15,34,43,28,5,0.10,1165.80,920.98
Online,2019-01-27,2019-01-29,2019-02-03,19,41,127,36,8,0.20,5353.30,3533.18
Wholesale,2019-01-27,2019-02-14,2019-02-17,28,32,103,14,7,0.10,3979.80,1989.90
Wholesale,2019-01-27,2019-02-15,2019-02-17,26,13,21,16,6,0.08,194.30,126.30
In-Store,2019-01-27,2019-02-23,2019-03-05,3,21,246,10,3,0.20,3852.50,2812.33
Online,2019-01-27,2019-02-18,2019-02-27,12,19,344,30,1,0.08,6083.60,2555.11
Distributor,2019-01-27,2019-02-13,2019-02-14,21,37,365,28,2,0.05,6190.80,2538.23
Wholesale,2019-01-28,2019-02-22,2019-03-04,26,44,253,35,8,0.05,3852.50,2966.43
Online,2019-01-28,2019-02-24,2019-03-04,13,50,253,11,7,0.08,1735.30,850.30
In-Store,2019-01-28,2019-02-17,2019-02-27,4,27,143,8,3,0.30,2680.00,1098.80
In-Store,2019-01-28,2019-02-22,2019-02-26,7,48,133,27,3,0.08,1675.00,686.75
Distributor,2019-01-28,2019-02-25,2019-03-04,24,23,240,16,3,0.08,1681.70,908.12
Distributor,2019-01-28,2019-02-25,2019-02-28,25,38,313,3,8,0.10,3892.70,2374.55
Distributor,2019-01-28,2019-02-14,2019-02-20,23,48,356,5,3,0.10,3979.80,1870.51
Distributor,2019-01-28,2019-02-10,2019-02-12,24,41,239,36,1,0.08,1152.40,507.06
Online,2019-01-28,2019-01-31,2019-02-01,15,38,348,6,1,0.10,3819.00,1565.79
In-Store,2019-01-28,2019-02-19,2019-02-27,10,24,268,47,5,0.08,2385.20,1955.86
